,Daily_Return,Daily_Return,RSI_14,RSI_14,MACD,MACD,MACD_Histogram,MACD_Histogram,EMA_20,EMA_20,ATR_14,ATR_14,Volatility_20,Volatility_20,Volume_Ratio,Volume_Ratio,Bollinger_Width,Bollinger_Width,Bollinger_Position,Bollinger_Position,OBV,OBV
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Regime,,,,,,,,,,,,,,,,,,,,,,
Bear,-0.00033,0.012947,49.036131,16.100784,-0.270733,3.084165,-0.089645,1.258622,253.183217,138.876725,4.299549,2.532769,0.012385,0.001876,1.07137,0.44432,0.080279,0.025969,0.459469,0.338839,4730390891.743119,2893292952.127574
Bull,0.000789,0.008081,55.807281,15.410019,1.133303,2.269682,0.03602,0.795655,276.912333,169.685938,3.178019,2.032778,0.008645,0.000957,0.968693,0.290025,0.055824,0.017872,0.592575,0.301618,5173172931.57111,2682964148.169074
Crisis,-7e-06,0.026956,48.202992,13.684372,-2.409272,5.018021,0.149467,1.758544,206.409249,135.43255,6.098997,4.445966,0.024971,0.011197,0.978569,0.383553,0.150087,0.079146,0.472072,0.304198,3014374354.901961,3387663911.260646
Recovery,0.000683,0.005565,61.807314,14.302791,1.88907,1.881232,-0.005151,0.420757,249.86192,137.820559,2.002057,1.20976,0.005415,0.001083,1.008673,0.29261,0.039799,0.015731,0.695864,0.274241,5436910528.703704,2659949646.794856
